PremiseId,Occupier ID,Name,BusinessType,SubCategory,Category,Guardian-sector,Classification,PostCode,Town,Latitude,Longitude,CreatedDate,ClosedDate,Selected Town,Pre-lockdown,Lockdown,Post Lockdown,FrLastVerifiedDate,OrLastVerifiedDate
52039491,13417403,Rangrez,Independent,Restaurant - Indian,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AL,London,51.51241,-0.30821,2018-01-05,,Ealing,Open,,Open,23/7/2020,23/7/2020
52044175,13417415,Ginger & Moore,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2AA,London,51.51402,-0.30455,2018-01-05,,Ealing,Open,,,20/7/2020,23/7/2020
52581683,13417440,Park's Kitchen,Independent,Restaurant - Korean,#N/A,Other,#N/A,W5 5DA,London,51.5106,-0.30542,2018-01-05,,Ealing,Open,,Open,20/7/2020,23/7/2020
50310726,13417423,Burgista Bros,Independent,Restaurant - English,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5LS,London,51.51395,-0.30158,2018-01-05,,Ealing,Open,,Open,17/7/2020,23/7/2020
52491797,13417427,Charcoaloo,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2PJ,London,51.51413,-0.30109,2018-01-05,2020-07-23,Ealing,Open,,,17/7/2020,23/7/2020
52912268,13418338,Nu-Wave,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 3SS,London,51.51348,-0.30208,2018-01-08,,Ealing,Open,,Open,17/7/2020,23/7/2020
52912294,13418394,Rolfe East,Multiple,Estate Agents,Estate Agents & Auctioneers,Other,Other,W5 3TA,London,51.51386,-0.30004,2018-01-08,,Ealing,Open,,Open,17/7/2020,23/7/2020
52940309,13536207,No. 17,Multiple,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",W5 5AW,London,51.51304,-0.30536,2018-12-19,,Ealing,Open,,Open,17/7/2020,23/7/2020
52940312,13536210,Pasta Remoli,Independent,Restaurant - Italian,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AW,London,51.51318,-0.30493,2018-12-19,,Ealing,Open,,Open,17/7/2020,23/7/2020
52940316,13536218,Luxmedica,Independent,Dentists,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 2PJ,London,51.51444,-0.2996,2018-12-19,,Ealing,Open,Open,Open,17/7/2020,23/7/2020
52940304,13536196,Tonkotsu,Multiple,Restaurant - Japanese,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2XA,London,51.5131,-0.30561,2018-12-19,,Ealing,Open,,Open,23/7/2020,23/7/2020
52940306,13536198,Noor Palace,Independent,Restaurant - Mediterranean,#N/A,Other,#N/A,W5 5AL,London,51.51248,-0.30814,2018-12-19,,Ealing,Open,,Open,23/7/2020,23/7/2020
50310389,13535892,Cavalieri,Independent,Lounge Bars,#N/A,Other,#N/A,W5 2PJ,London,51.51413,-0.3009,2018-12-18,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310648,13535895,Tuk Tuk,Independent,Restaurant - Oriental,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AA,London,51.51183,-0.30592,2018-12-18,,Ealing,Open,,Open,20/7/2020,23/7/2020
52044177,13535898,Sk:n,Multiple,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 2AA,London,51.51369,-0.30458,2018-12-18,,Ealing,Open,,Open,20/7/2020,23/7/2020
52682850,13535899,Ealing Green Local,Independent,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops","Groceries, supermarkets & food shops",W5 5DA,London,51.5105,-0.30546,2018-12-18,,Ealing,Open,Open,Open,20/7/2020,23/7/2020
50493699,13535908,iEmpire,Independent,Mobile Phones,Electrical Goods & Home Entertainment,Other,Other,W5 5JY,London,51.51319,-0.30215,2018-12-18,,Ealing,Open,,Open,17/7/2020,23/7/2020
52956189,13590348,The Car Wash Company,Multiple,Car Wash & Valet Services,Auto Services,Other,Other,W5 5JY,London,51.51309,-0.30296,2019-05-17,,Ealing,Open,,Open,20/7/2020,23/7/2020
52491844,13402624,No 1 Currency Exchange,Multiple,Bureaux de Change,#N/A,Other,#N/A,W5 2NH,London,51.51361,-0.30337,2017-11-24,,Ealing,Open,,Open,17/7/2020,23/7/2020
52491836,13337748,Coda Di Volpe,Independent,Restaurant - Pizzeria,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 3TJ,London,51.51356,-0.29855,2017-07-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
52332628,13337751,Supercuts,Multiple,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 2NT,London,51.51445,-0.30232,2017-07-02,,Ealing,Open,,Open,20/7/2020,23/7/2020
52039452,13337719,EasySend,Independent,Credit Unions,#N/A,Other,#N/A,W5 5DB,London,51.51214,-0.30499,2017-07-02,,Ealing,Open,,,23/7/2020,23/7/2020
50310755,13337707,All Original,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Other,W5 5DA,London,51.51072,-0.30543,2017-07-02,,Ealing,Open,,,20/7/2020,23/7/2020
52886571,13340326,Starbucks Coffee,Multiple,Coffee Shops,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2NT,London,51.51469,-0.30256,2017-07-07,,Ealing,Open,,Open,20/7/2020,23/7/2020
50310731,13341759,Saneh Thai,Independent,Restaurant - Thai,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 3TA,London,51.51403,-0.30022,2017-07-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
52845828,13221834,Shopmobility,Multiple,Mobility Services,Miscellaneous,Other,Other,W5 5JY,London,51.51239,-0.3031,2016-08-24,,Ealing,Open,,Open,17/7/2020,23/7/2020
52848567,13231129,Wasabi,Multiple,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5JY,London,51.51254,-0.30449,2016-08-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310595,13252516,Yorkshire Building Society,Multiple,Building Societies,"Banks, Financial Services & Building Societies",Other,Other,W5 5DB,London,51.51264,-0.30471,2016-11-21,,Ealing,Open,Open,Open,17/7/2020,23/7/2020
52331548,13204079,D'licious,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5JY,London,51.51224,-0.30297,2016-07-07,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310361,13204092,Laroash,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2NX,London,51.51522,-0.30219,2016-07-07,,Ealing,Open,,Open,20/7/2020,23/7/2020
50310347,13204093,Sidi Bou,Independent,Restaurant - African,#N/A,Other,#N/A,W5 2NX,London,51.51536,-0.30218,2016-07-07,,Ealing,Open,,Open,20/7/2020,23/7/2020
50310706,13204098,El Toro Loco,Independent,Restaurant - Spanish,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2NX,London,51.51593,-0.30212,2016-07-07,,Ealing,Open,,Open,20/7/2020,23/7/2020
50471463,13204071,Smiggle,Multiple,Stationers,"Books, Arts & Crafts, Stationery, Printers",Other,Other,W5 5JY,London,51.51259,-0.30281,2016-07-07,,Ealing,Open,,Open,17/7/2020,23/7/2020
52682756,13204084,Auntie Anne's Soft Pretzels,Multiple,Bakers Shops,Bakers,Other,Other,W5 5JY,London,51.51316,-0.30244,2016-07-07,,Ealing,Open,,Open,17/7/2020,23/7/2020
52831874,13204085,Handelsbanken,Multiple,Banks & Other Financial Institutions,"Banks, Financial Services & Building Societies",Other,Other,W5 3TJ,London,51.51332,-0.2982,2016-07-07,,Ealing,Open,Open,Open,17/7/2020,23/7/2020
52841379,13205189,MobileBitz,Multiple,Mobile Phones,Electrical Goods & Home Entertainment,Other,Other,W5 5JY,London,51.51253,-0.30405,2016-07-12,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310396,13205180,Dapper,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 2PJ,London,51.51419,-0.29984,2016-07-12,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310751,13196436,Step2wo,Multiple,Shoe Shops,Footwear,Other,Other,W5 5DA,London,51.51116,-0.30517,2016-06-09,,Ealing,Open,,,20/7/2020,23/7/2020
50509054,13260285,Nuffield Health Fitness & Wellbeing Centres,Multiple,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5JY,London,51.51214,-0.30277,2016-12-07,,Ealing,Open,,,17/7/2020,23/7/2020
52841376,13271513,Sky,Multiple,Satellite Television - Equipment & Services,Electrical Goods & Home Entertainment,Other,Other,W5 5JY,London,51.51294,-0.30267,2017-01-10,,Ealing,Open,,Open,17/7/2020,23/7/2020
52822125,13271515,Modern Food,Independent,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2NU,London,51.51476,-0.30213,2017-01-10,,Ealing,Open,,,21/7/2020,23/7/2020
52961117,13612234,The Skinny Kitchen,Independent,Restaurant - English,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AW,London,51.51289,-0.30497,2019-07-17,2020-07-23,Ealing,Open,,,17/7/2020,23/7/2020
52961119,13612239,Dexters,Multiple,Estate Agents,Estate Agents & Auctioneers,Other,Other,W5 2NU,London,51.51485,-0.30167,2019-07-17,,Ealing,Open,,Open,17/7/2020,23/7/2020
52961123,13612254,WHSmith,Multiple,Booksellers,"Books, Arts & Crafts, Stationery, Printers",Other,Other,W5 5JY,London,51.51296,-0.30262,2019-07-17,,Ealing,Open,,Open,17/7/2020,23/7/2020
52961123,13612259,Post Office,Multiple,Post Office Services,Employment & Post Offices,Other,Other,W5 5JY,London,51.51296,-0.30262,2019-07-17,,Ealing,Open,Open,Open,17/7/2020,23/7/2020
52961098,13612177,Galleria Hair Design,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5DB,London,51.51254,-0.30475,2017-07-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
52961099,13612179,Navrtar,Independent,Amusement Parks & Arcades,Entertainment,Other,Other,W5 5AW,London,51.51283,-0.30547,2019-07-17,,Ealing,Open,,Open,17/7/2020,23/7/2020
52961100,13612216,Riding Wine Co,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",W5 5AW,London,51.51282,-0.30561,2019-07-17,,Ealing,Open,,Open,17/7/2020,23/7/2020
52961111,13612219,Reineta,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AW,London,51.51287,-0.30516,2019-07-17,,Ealing,Open,,Open,17/7/2020,23/7/2020
52961129,13612273,O2,Multiple,Mobile Phones,Electrical Goods & Home Entertainment,Other,Other,W5 5JY,London,51.51249,-0.303,2019-07-17,,Ealing,Open,,Open,17/7/2020,23/7/2020
52961162,13612349,Pitzhanger Manor & Gallery,Independent,Tourist Attractions,#N/A,Other,#N/A,W5 5EQ,London,51.51091,-0.30709,2019-07-17,,Ealing,Open,,,20/7/2020,23/7/2020
50310579,13608033,Brios,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5DA,London,51.51088,-0.30531,2019-07-05,,Ealing,Open,,Open,20/7/2020,23/7/2020
50310412,13608034,Redac Strattons,Independent,Estate Agents,Estate Agents & Auctioneers,Other,Other,W5 2PJ,London,51.51418,-0.30056,2019-07-05,,Ealing,Open,,Open,17/7/2020,23/7/2020
52039494,13608038,Serena,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5AS,London,51.51164,-0.30563,2019-07-05,,Ealing,Open,,Open,20/7/2020,23/7/2020
52491827,13608039,Essensuals,Multiple,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5AA,London,51.5125,-0.30621,2019-07-05,2020-07-23,Ealing,Open,,Open,20/7/2020,23/7/2020
50310568,13608040,Bonab,Independent,Restaurant - Iranian,#N/A,Other,#N/A,W5 5AS,London,51.51158,-0.30561,2019-07-05,,Ealing,Open,,Open,20/7/2020,23/7/2020
50310631,13608043,Pulcinella,Independent,Restaurant - Pizzeria,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5DB,London,51.51224,-0.30491,2019-07-05,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310577,13608045,Luxx Hair,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5DB,London,51.51272,-0.30469,2019-07-05,2020-07-23,Ealing,Open,,,17/7/2020,23/7/2020
52630563,13608046,UK Skin & Laser Clinics,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5JY,London,51.51326,-0.30243,2019-07-05,,Ealing,Open,,Open,17/7/2020,23/7/2020
50471421,13608047,Neon Sheep,Multiple,Household Stores,"DIY, Hardware, Builder's Merchants & Household Goods",Other,Other,W5 5JY,London,51.51259,-0.3027,2019-07-05,,Ealing,Open,Open,Open,17/7/2020,23/7/2020
50471439,13685567,Global Luggage,Independent,Luggage Shops,#N/A,Other,#N/A,W5 5JY,London,51.51327,-0.30316,2020-01-02,,Ealing,Open,,,17/7/2020,23/7/2020
52983963,13688748,N & N,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5AH,London,51.51264,-0.30657,2020-01-08,,Ealing,Open,,Open,23/7/2020,23/7/2020
52983964,13688749,Pras,Independent,Mobile Phones,Electrical Goods & Home Entertainment,Other,Other,W5 5AH,London,51.51264,-0.30657,2020-01-08,2020-07-23,Ealing,Open,,,23/7/2020,23/7/2020
52491845,13685589,The Works,Multiple,Booksellers,"Books, Arts & Crafts, Stationery, Printers",Other,Other,W5 2NP,London,51.51389,-0.30271,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310393,13685512,Digme,Independent,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 2PJ,London,51.51409,-0.29971,2020-01-02,,Ealing,Open,,,17/7/2020,23/7/2020
50310414,13685513,CoLaz,Multiple,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 2PJ,London,51.51413,-0.30081,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310449,13685514,Open Ealing,Independent,Art & Craft,"Books, Arts & Crafts, Stationery, Printers",Other,Other,W5 3SS,London,51.51339,-0.30184,2020-01-02,2020-07-23,Ealing,Open,,,17/7/2020,23/7/2020
52326833,13685530,The Boutique Members Club,Independent,Private Clubs,#N/A,Other,#N/A,W5 3TA,London,51.51386,-0.30002,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
52491838,13685532,Christmas Shop,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Other,W5 3SS,London,51.51342,-0.30185,2020-01-02,2020-07-23,Ealing,Open,,,17/7/2020,23/7/2020
52581702,13685535,Charlotte Reid,Independent,Luggage Shops,#N/A,Other,#N/A,W5 2NP,London,51.51397,-0.30245,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
52581703,13685537,Peefer,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Other,W5 2NP,London,51.51382,-0.3027,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310597,13685543,Metro Home Furnishings,Independent,Furnishers,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,W5 5AH,London,51.5128,-0.30703,2020-01-02,,Ealing,Open,Open,Open,23/7/2020,23/7/2020
50310767,13685546,Two Buns,Independent,Restaurant - English,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AL,London,51.5126,-0.30812,2020-01-02,,Ealing,Open,,Open,23/7/2020,23/7/2020
52831871,13685579,Miniso,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Other,W5 5JY,London,51.51246,-0.30382,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310363,13685581,Curious Roo,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2NH,London,51.51368,-0.30338,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310367,13685582,Sports Direct,Multiple,Sports Goods Shops,"Sports, Toys, Cycle Shops & Hobbies",Other,Other,W5 2NH,London,51.51386,-0.30283,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310559,13685583,Yuzu,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5DB,London,51.51155,-0.30506,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50471437,13685584,Decathlon,Multiple,Sports Goods Shops,"Sports, Toys, Cycle Shops & Hobbies",Other,Other,W5 5JY,London,51.51264,-0.30271,2020-01-02,,Ealing,Open,,Open,17/7/2020,23/7/2020
50471448,13647373,Argos,Multiple,Mail Order & Catalogue Showrooms,Department Stores & Mail Order,Other,Other,W5 5JY,London,51.51215,-0.30279,2019-10-04,,Ealing,Open,,Open,17/7/2020,23/7/2020
52994573,13721087,Reed,Multiple,Recruitment Agencies,Employment & Post Offices,Other,Other,W5 5DB,London,51.51239,-0.3044,2020-03-19,,Ealing,Open,,Open,17/7/2020,23/7/2020
52983964,13751408,Broadway Mobiles,Independent,Mobile Phones,Electrical Goods & Home Entertainment,Other,Other,W5 5AH,London,51.51264,-0.30657,2020-07-23,,Ealing,Open,,Open,23/7/2020,23/7/2020
50493706,13751372,Ealing Green,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 5DA,London,51.51068,-0.30544,2020-07-23,,Ealing,Open,,Open,20/7/2020,23/7/2020
52961117,13751373,W5 Bistro,Independent,Restaurant & Bar,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AW,London,51.51289,-0.30497,2020-07-23,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310437,13751374,A Little Me Time,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 3TA,London,51.51401,-0.30038,2020-07-23,,Ealing,Open,,Open,17/7/2020,23/7/2020
52038642,13751375,Blokes,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 3TJ,London,51.51356,-0.29855,2020-07-23,,Ealing,Open,,Open,17/7/2020,23/7/2020
52331525,13751376,Elite Laser & Nails,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W5 3TA,London,51.51395,-0.30058,2020-07-23,,Ealing,Open,,Open,17/7/2020,23/7/2020
52491797,13751377,Fureaway Pizza,Independent,Pizza Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2PJ,London,51.51413,-0.30109,2020-07-23,,Ealing,Open,,Open,17/7/2020,23/7/2020
52039493,13751384,Patri,Independent,Restaurant - Indian,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AS,London,51.51175,-0.30569,2020-07-23,,Ealing,Open,,Open,20/7/2020,23/7/2020
50310571,13751385,Hustle,Independent,Restaurant - Indian,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 5AP,London,51.51225,-0.30582,2020-07-23,,Ealing,Open,,Open,20/7/2020,23/7/2020
52038618,13751386,Moss Bros,Multiple,Clothes - Men,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,W5 2NH,London,51.51379,-0.30304,2020-07-23,,Ealing,Open,,Open,17/7/2020,23/7/2020
50310366,13751387,The £5 Shop,Independent,Discount Store,Discount & Surplus Stores,Other,Other,W5 2NH,London,51.51371,-0.30327,2020-07-23,,Ealing,Open,Open,Open,17/7/2020,23/7/2020
52044162,13751390,Wok Stop,Independent,Chinese Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W5 2NX,London,51.5153,-0.30216,2020-07-23,,Ealing,Open,,Open,20/7/2020,23/7/2020
52654057,13751391,Beerkat,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",W5 2NP,London,51.51416,-0.30245,2020-07-23,,Ealing,Open,,Open,20/7/2020,23/7/2020
52671423,13751396,Skinmedic Clinic,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9DA,London,51.50977,-0.32094,2020-07-23,,Ealing,Open,,Open,21/7/2020,23/7/2020
50669003,13751397,Chaiiwala,Multiple,Coffee Shops,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9BE,London,51.50955,-0.32751,2020-07-23,,Ealing,Open,,Open,21/7/2020,23/7/2020
52120813,13751398,Spa Isha,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9HH,London,51.51004,-0.32352,2020-07-23,,Ealing,Open,,Open,21/7/2020,23/7/2020
52050543,13751399,What The 211,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9AA,London,51.51118,-0.31712,2020-07-23,,Ealing,Open,,Open,21/7/2020,23/7/2020
50668984,13751400,Kani Barbers,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9AA,London,51.51112,-0.31756,2020-07-23,,Ealing,Open,,Open,21/7/2020,23/7/2020
50669159,13751401,Arg,Independent,Restaurant - Middle Eastern,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9AU,London,51.51126,-0.31657,2020-07-23,,Ealing,Open,,Open,21/7/2020,23/7/2020
52530440,13751402,Buns,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9AU,London,51.51127,-0.31651,2020-07-23,,Ealing,Open,,Open,21/7/2020,23/7/2020
50669121,13608023,Cafe 51 Eighty,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9LL,London,51.50964,-0.3172,2019-07-05,,Ealing,Open,,,20/7/2020,23/7/2020
50669305,13608024,The Nua,Independent,Restaurant - Thai,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9HH,London,51.50997,-0.32362,2019-07-05,,Ealing,Open,,Open,21/7/2020,23/7/2020
50669275,13608025,Monet Autos,Independent,Garage Services,Auto Services,Other,Other,W13 9BE,London,51.50948,-0.32748,2019-07-05,,Ealing,Open,Open,Open,21/7/2020,23/7/2020
50628738,13608031,Rustica Pizzeria,Independent,Restaurant - Pizzeria,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9AA,London,51.5111,-0.31776,2019-07-05,,Ealing,Open,,Open,21/7/2020,23/7/2020
52985902,13688708,Savers,Multiple,Beauty Products,"Chemists, Toiletries & Health",Other,Other,W13 9BP,London,51.50985,-0.32548,2020-01-08,,Ealing,Open,Open,Open,21/7/2020,23/7/2020
50669169,13685585,Prince Authur,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs","Bars, pubs & clubs",W13 9AU,London,51.51149,-0.31504,2020-01-02,,Ealing,Open,,Open,21/7/2020,23/7/2020
50669293,13685586,Burger House,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9BP,London,51.51014,-0.32383,2020-01-02,,Ealing,Open,,Open,21/7/2020,23/7/2020
52407283,13685578,Masil Food & Wine,Independent,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops","Groceries, supermarkets & food shops",W13 9BP,London,51.5093,-0.32301,2020-01-02,,Ealing,Open,Open,Open,21/7/2020,23/7/2020
50669279,13685573,Nab Tailoring,Independent,Tailors,Fashion & General Clothing,Fashion & clothing,Fashion & clothing,W13 9BE,London,51.50963,-0.32696,2020-01-02,2020-07-23,Ealing,Open,,,21/7/2020,23/7/2020
50669302,13337717,Damas Gate,Independent,Grocers,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops","Groceries, supermarkets & food shops",W13 9DA,London,51.51041,-0.32224,2017-07-02,,Ealing,Open,Open,Open,21/7/2020,23/7/2020
52407284,13337726,Rugtown,Independent,Carpets & Rugs,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Household items,W13 9BP,London,51.50981,-0.32571,2017-07-02,,Ealing,Open,,Open,21/7/2020,23/7/2020
50669310,13337733,Roti Kitchen,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9HH,London,51.50973,-0.32327,2017-07-02,,Ealing,Open,,Open,21/7/2020,23/7/2020
52530442,13271510,Slemani,Independent,Restaurant - Iraqi,Restaurants,"Restaurants, cafes & fast food",Leisure,W13 9AA,London,51.51116,-0.3173,2017-01-10,,Ealing,Open,,Open,21/7/2020,23/7/2020
50668968,13271493,London Sangaki,Independent,Bakers Shops,Bakers,Other,Other,W13 9HH,London,51.50981,-0.3233,2017-01-10,,Ealing,Open,,Open,21/7/2020,23/7/2020
50668977,13201635,Top Hair Barbers,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9DA,London,51.51043,-0.32208,2016-07-04,,Ealing,Open,,Open,21/7/2020,23/7/2020
52530447,13201641,Haru,Independent,Restaurant - Japanese,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9HH,London,51.50967,-0.32323,2016-07-04,,Ealing,Open,,Open,21/7/2020,23/7/2020
52886550,13555371,Energie Fitness,Multiple,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9BU,London,51.50908,-0.32458,2019-02-14,,Ealing,Open,,,21/7/2020,23/7/2020
50669159,13536184,Persian Garden,Independent,Restaurant - Iranian,#N/A,Other,#N/A,W13 9AU,London,51.51126,-0.31657,2018-12-19,2020-07-23,Ealing,Open,,,21/7/2020,23/7/2020
52050528,13535890,Eram Shishlik,Independent,Restaurant - Middle Eastern,Restaurants,"Restaurants, cafes & fast food","Restaurants, cafes & fast food",W13 9BD,London,51.51155,-0.31451,2018-12-18,,Ealing,Open,,Open,21/7/2020,23/7/2020
52120816,13417406,Class & Class,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9BU,London,51.50966,-0.32554,2018-01-05,,Ealing,Open,,Open,21/7/2020,23/7/2020
50669311,13417412,Clinic,Independent,Health & Beauty Shops,#N/A,Other,#N/A,W13 9HH,London,51.50997,-0.3234,2018-01-05,,Ealing,Open,,Open,21/7/2020,23/7/2020
50668984,13417396,Headmasters,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Health & beauty,W13 9AA,London,51.51112,-0.31756,2018-01-05,2020-07-23,Ealing,Open,,,21/7/2020,23/7/2020
50669118,13417399,Parade Fruiterers,Independent,Greengrocers & Fruitsellers,#N/A,Other,#N/A,W13 9LL,London,51.50964,-0.3172,2018-01-05,,Ealing,Open,Open,Open,20/7/2020,23/7/2020
52927560,13478234,The Show Room,Independent,Art & Craft,"Books, Arts & Crafts, Stationery, Printers",Other,Other,W13 9HH,London,51.51017,-0.32351,2018-07-10,,Ealing,Open,,Open,21/7/2020,23/7/2020
